"Philippine Exports by Commodity Group (GRT), 2000-2025"

"Commodity";"Country Of Destination";"2020 Quantity";"2020 FOB";"2021 Quantity";"2021 FOB";"2022 Quantity";"2022 FOB";"2023 Quantity";"2023 FOB";"2024 Quantity";"2024 FOB";"2025 Quantity";"2025 FOB"
"Coffee Raw, Not Roasted";"Samoa (Western Samoa)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Benin, People'S Rep. Of (Dahomey)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Congo, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Cuba";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"French Guiana";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Lesotho";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Martinique";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"St. Helena";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Libyan Arab Jamahiriya";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Andorra";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Cayman Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Liechtenstein";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Sarawak (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Seychelles Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Somalia, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Lao People'S Democratic Republic (Laos)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Mongolia";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Belarus (Byelorussian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"British West Africa(Exc. St. Helena)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Other Pacific Islands, N.E.S.   6/";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Sierra Leone";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Sudan";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Uganda";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Malawi";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Tokelau";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Niger";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Madagascar, Democratic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Guyana";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Cameroon";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Curacao";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Djibouti (Affars & Issas)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Timor-Leste (East Timor)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Ethiopia";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"French Oceania";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Iraq";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Kazakhstan";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Liberia";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Rwanda";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Suriname";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Macedonia, The Former Yugoslav Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"St. Vincent And Grenadines";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Botswana";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Monaco";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Tonga";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Guinea";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"British Indian Ocean Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Mauritania";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Eritrea";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Gambia";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"U.S. Oceania, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"U.S. Minor Outlying Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Yemen Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Azores";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Albania";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Antartica";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Madeira Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Dominica";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Northern Mariana Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Sao Tome And Principe, Dem. Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Tajikistan";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Armenia";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Midway Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Moldova, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Greenland";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Nansei Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Democratic People'S Rep. Of Korea";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Chinese Taipei";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Turkmenistan";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Byelorussian Soviet Socialist Rep.";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Panama Canal Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Gilbert And Ellice Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Ceuta And Melilla";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Christmas Island";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Guinea-Bissau, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Burundi";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Cocos Island";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"French Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Cape Verde";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Falkland Islands (Malvinas)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Portuguese Timor And Dependencies";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Yemen, People'S Democratic Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Central African Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Azerbaijan";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"British Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Equatorial Guinea, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"French Southern Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Kyrgyzstan";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Opt. Ctry.Comb. Netherlands & Germany";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Mayotte";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Tuvalu";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Razerbaijani";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Georgia";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Montserrat";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"South And Southeast Asia, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Bouvet Island";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Comoros, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"St. Pierre And Miguelon";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Norfolk Island";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Leeward & Windward Is.  5/";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"St.Kitts & Nevis (St.Christopher & Nevis)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"French Indian Ocean Areas";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Wake Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"St. Lucia";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Western Portuguese Africa";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Wallis And Futuna Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Anguilla";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Vatican City State";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Western Sahara (Spanish Sahara)";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Serbia";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Faeroe Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Heard And Mcdonald Island";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Not Specified";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Chad";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Montenegro";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Neutral Zone";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Pitcairn Island";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Saint Martin";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Kosovo";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"South Georgia And The South Sandwich Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Svalbard And Jan Mayen";..;..;..;..;..;..;..;..;..;..;..;..
"Coffee Raw, Not Roasted";"Channel Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"American Samoa";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Argentina";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Australia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Austria";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Bahamas";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Bahrain";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Barbados";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Belgium";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Belize (British Honduras)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Bhutan";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Bolivia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Brazil";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Brunei Darussalam";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Canada";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Canary Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Chile";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"People'S Republic Of China";13565.00;940125.00;2070766.53;4894166.00;978137.98;2319549.00;1909053.26;3712772.00;2070798.00;3788562.00;2301249.00;4076471.00
"Abaca Fibers";"Taiwan (Rep. Of China)";..;..;..;..;..;..;..;..;..;..;314.88;828.00
"Abaca Fibers";"Colombia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Costa Rica";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Cyprus";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Czech Republic (Czechoslovakia)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Denmark";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Dominican Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Ecuador";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Egypt Arab Republic";..;..;40875.00;77662.00;45000.00;94500.00;45000.00;90000.00;18875.00;33598.00;90000.00;162000.00
"Abaca Fibers";"Fiji";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Finland";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"France";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"French Polynesia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"French West Indies";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Gabon";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Germany";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Greece";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Guadeloupe";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Honduras, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Hong Kong, China";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Hungary";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Iceland";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"India";1168.00;266740.00;158266.88;325527.00;112407.44;199970.00;112453.72;234345.00;135000.00;293128.00;180000.00;397336.00
"Abaca Fibers";"Indonesia";130.00;40563.00;13744.22;33475.00;39750.00;98480.00;28750.00;72525.00;8750.00;21950.00;38250.00;103460.00
"Abaca Fibers";"Ireland";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Israel";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Italy";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Jamaica (Excludes Cayman Is.,Turks,Caicos)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Japan";31443.00;7511949.00;3952289.28;7727822.00;3823156.09;7672567.00;2734025.43;5419295.00;2649323.70;5244509.00;3228051.50;6195888.00
"Abaca Fibers";"Okinawa";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Cambodia (Democratic Kampuchea)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Kenya";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Republic Of Korea";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Kuwait";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Lebanon";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Malaysia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Sabah (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Malta";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Mauritius";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Mexico";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Netherlands";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"New Caledonia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Vanuatu (New Hebrides)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"New Zealand";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Nigeria";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Norway";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Pakistan, Islamic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Palau, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Papua New Guinea";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Peru";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Poland";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Portugal";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Puerto Rico";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Reunion";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"San Marino";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Saudi Arabia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Singapore";..;..;..;..;..;..;..;..;330.00;987.00;..;..
"Abaca Fibers";"Slovak Republic (Slovakia)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"South Africa, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Spain";18089.00;3883982.00;1586451.04;2470388.00;1048690.70;1078833.00;2167866.42;2417744.00;2107629.20;2021711.00;1724445.00;1275425.00
"Abaca Fibers";"Sri Lanka  (Ceylon)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Sweden";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Switzerland";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Thailand";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Trinidad And Tobago";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Pacific Trust Territory";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Turkey";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Turks And Caicos Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Ukraine (Ukrainian S.S.R.)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"United Arab Emirates, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Oman";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Qatar";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Uk Of Great Britain And N. Ireland";55293.00;14847732.00;7417771.22;16247040.00;5115693.92;11084340.00;3720552.21;7775384.00;2861130.40;5862897.00;4958585.60;9505674.00
"Abaca Fibers";"United States Of America";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Guam";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Hawaii";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Virgin Islands (U.S.)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Uruguay";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Venezuela";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Vietnam";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Virgin Islands (British)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Jordan";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Micronesia, Federated States Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Morocco";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Panama";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Antigua And Barbuda";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Aruba";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Cook Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Maldives, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Syrian Arab Republic";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Russian Federation";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Uzbekistan";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Swaziland (Eswatini)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Bangladesh";180.00;49500.00;..;..;11226.86;27900.00;..;..;33750.00;83250.00;..;..
"Abaca Fibers";"Bermuda";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Gibraltar";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Marshall Islands, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Romania";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Latvia (Latvian Soviet Socialist Rep.)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Yemen, Republic Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Alaska";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Myanmar, Union Of (Burma)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Grenada";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Solomon Islands (British)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Togo";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Burkina Faso (Upper Volta)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Zaire (Democratic Republic Of Congo)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Zambia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Algeria";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"El Salvador";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Guatemala";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Angola";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"French Pacific Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Slovenia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Luxembourg";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Afghanistan";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Paraguay";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Bulgaria";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Mali (West Africa)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Nepal";..;..;..;..;..;..;..;..;5640.00;11914.00;2714.00;6803.00
"Abaca Fibers";"Netherlands Antilles";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Ghana";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Cote D' Ivoire (Ivory Coast)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Senegal";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Kiribati";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Haiti";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Macau";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Nicaragua";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Spanish Africa, N.E.S.";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Tanzania, United Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Tunisia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Bosnia And Herzegovina";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Croatia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Estonia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Iran, Islamic Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Lithuania";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Mozambique";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Namibia";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Nauru, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Zimbabwe (Rhodesia)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Samoa (Western Samoa)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Benin, People'S Rep. Of (Dahomey)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Congo, Rep. Of";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Cuba";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"French Guiana";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Lesotho";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Martinique";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"St. Helena";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Libyan Arab Jamahiriya";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Andorra";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Cayman Islands";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Liechtenstein";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Sarawak (Comprises Malaysia)";..;..;..;..;..;..;..;..;..;..;..;..
"Abaca Fibers";"Seychelles Republic";..;..;..;..;..;..;..;..;..;..;..;..
